id	name	cat	url	path	dir	cat_url	ord	code1	code2	code3	dlina	prim	prim2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	img_path	img1	img2	img3	img4	img5	desc	Comment	par1	text1	par2	text2	par3	text3	par4	text4	par5	text5	par6	text6	par7	text7	par8	text8	par9	text9	par10	text10	par11	text11	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
3171	Вал карданный 	DAF	kardan_1225032	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225032			1280			53 640	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1280																													0.245	0.245	1,28	
3173	Вал карданный 	DAF	kardan_1225046	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225046			1560			58 100	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1560																													0.245	0.245	1,56	
3175	Вал карданный 	DAF	kardan_1225043	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225043			1500			57 150	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1500																													0.245	0.245	1,5	
3177	Вал карданный 	DAF	kardan_1225047	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225047			1580			58 420	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1580																													0.245	0.245	1,58	
3179	Вал карданный 	DAF	kardan_1225048	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225048			1600			58 740	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1600																													0.245	0.245	1,6	
3181	Вал карданный 	DAF	kardan_1225049	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225049			1620			59 060	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1620																													0.245	0.245	1,62	
3183	Вал карданный 	DAF	kardan_1225051	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225051			1660			59 700	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1660																													0.245	0.245	1,66	
3185	Вал карданный 	DAF	kardan_1225056	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225056			1760			61 300	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1760																													0.245	0.245	1,76	
3187	Вал карданный 	DAF	kardan_1225057	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225057			1780			61 620	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1780																													0.245	0.245	1,78	
3189	Вал карданный 	DAF	kardan_1225058	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225058			1800			61 930	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
3191	Вал карданный 	DAF	kardan_1225059	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225059			1820			62 250	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1820																													0.245	0.245	1,82	
3193	Вал карданный 	DAF	kardan_1225052	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225052			1680			60 020	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1680																													0.245	0.245	1,68	
3195	Вал карданный 	DAF	kardan_1225063	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225063			1900			63 530	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1900																													0.245	0.245	1,9	
3197	Вал карданный 	DAF	kardan_1225071	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225071			2060			66 080	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2060																													0.245	0.245	2,06	
3199	Вал карданный 	DAF	kardan_1225076	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225076			2160			67 680	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2160																													0.245	0.245	2,16	
3201	Вал карданный 	DAF	kardan_1225074	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1225074			2120			67 040	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2120																													0.245	0.245	2,12	
3203	Вал карданный 	DAF	kardan_1245880	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1245880			740			21 520	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	740																													0.245	0.245	0,74	
3205	Вал карданный 	DAF	kardan_1239588	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1239588			800			32 420	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	800																													0.245	0.245	0,8	
3207	Вал карданный 	DAF	kardan_1259628	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1259628			780			21 610	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	780																													0.245	0.245	0,78	
3209	Вал карданный 	DAF	kardan_1265075	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1265075			1560			23 310	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1560																													0.245	0.245	1,56	
3211	Вал карданный 	DAF	kardan_1262471	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1262471			1000			26 160	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1000																													0.245	0.245	1	
3213	Вал карданный 	DAF	kardan_1265076	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1265076			1180			22 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1180																													0.245	0.245	1,18	
3215	Вал карданный 	DAF	kardan_1267500	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1267500			1040			22 170	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1040																													0.245	0.245	1,04	
3217	Вал карданный 	DAF	kardan_1268404	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1268404			1920			24 100	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1920																													0.245	0.245	1,92	
3219	Вал карданный 	DAF	kardan_1270169	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1270169			1780			23 790	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1780																													0.245	0.245	1,78	
3221	Вал карданный 	DAF	kardan_1271987	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1271987			2060			24 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2060																													0.245	0.245	2,06	
3223	Вал карданный 	DAF	kardan_1273650	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1273650			2000			24 270	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2000																													0.245	0.245	2	
3225	Вал карданный 	DAF	kardan_1275359	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275359			900			21 870	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	900																													0.245	0.245	0,9	
3227	Вал карданный 	DAF	kardan_1275358	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275358			880			21 820	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	880																													0.245	0.245	0,88	
3229	Вал карданный 	DAF	kardan_1275360	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275360			940			21 960	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	940																													0.245	0.245	0,94	
3231	Вал карданный 	DAF	kardan_1275361	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275361			1000			22 090	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1000																													0.245	0.245	1	
3233	Вал карданный 	DAF	kardan_1275362	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275362			1080			22 260	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1080																													0.245	0.245	1,08	
3235	Вал карданный 	DAF	kardan_1275363	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275363			1100			22 310	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1100																													0.245	0.245	1,1	
3237	Вал карданный 	DAF	kardan_1275364	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275364			1120			22 350	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1120																													0.245	0.245	1,12	
3239	Вал карданный 	DAF	kardan_1275365	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275365			1220			22 570	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1220																													0.245	0.245	1,22	
3241	Вал карданный 	DAF	kardan_1275366	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275366			1260			22 650	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1260																													0.245	0.245	1,26	
3243	Вал карданный 	DAF	kardan_1275367	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275367			1340			22 830	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1340																													0.245	0.245	1,34	
3245	Вал карданный 	DAF	kardan_1275368	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275368			1360			22 870	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1360																													0.245	0.245	1,36	
3247	Вал карданный 	DAF	kardan_1275369	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275369			1420			23 000	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1420																													0.245	0.245	1,42	
3249	Вал карданный 	DAF	kardan_1275370	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275370			1460			23 090	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1460																													0.245	0.245	1,46	
3251	Вал карданный 	DAF	kardan_1275371	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275371			1540			23 270	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1540																													0.245	0.245	1,54	
3253	Вал карданный 	DAF	kardan_1275372	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275372			1600			23 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1600																													0.245	0.245	1,6	
3255	Вал карданный 	DAF	kardan_1275373	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275373			1640			23 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1640																													0.245	0.245	1,64	
3257	Вал карданный 	DAF	kardan_1275375	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275375			1740			23 700	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1740																													0.245	0.245	1,74	
3259	Вал карданный 	DAF	kardan_1275374	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275374			1700			23 620	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1700																													0.245	0.245	1,7	
3261	Вал карданный 	DAF	kardan_1275376	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275376			1820			23 880	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1820																													0.245	0.245	1,82	
3263	Вал карданный 	DAF	kardan_1275377	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275377			1840			23 920	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1840																													0.245	0.245	1,84	
3265	Вал карданный 	DAF	kardan_1275378	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275378			1860			23 970	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1860																													0.245	0.245	1,86	
3267	Вал карданный 	DAF	kardan_1275380	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275380			2020			24 310	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2020																													0.245	0.245	2,02	
3269	Вал карданный 	DAF	kardan_1275379	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275379			1900			24 050	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1900																													0.245	0.245	1,9	
3271	Вал карданный 	DAF	kardan_1275381	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275381			2060			24 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2060																													0.245	0.245	2,06	
3273	Вал карданный 	DAF	kardan_1275382	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275382			2080			24 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2080																													0.245	0.245	2,08	
3275	Вал карданный 	DAF	kardan_1275384	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275384			2140			24 580	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2140																													0.245	0.245	2,14	
3277	Вал карданный 	DAF	kardan_1275386	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275386			900			21 870	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	900																													0.245	0.245	0,9	
3279	Вал карданный 	DAF	kardan_1275385	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275385			880			21 820	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	880																													0.245	0.245	0,88	
3281	Вал карданный 	DAF	kardan_1275387	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275387			920			21 910	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	920																													0.245	0.245	0,92	
3283	Вал карданный 	DAF	kardan_1275388	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275388			960			22 000	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	960																													0.245	0.245	0,96	
3285	Вал карданный 	DAF	kardan_1275389	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275389			1020			22 130	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1020																													0.245	0.245	1,02	
3287	Вал карданный 	DAF	kardan_1275390	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275390			1100			22 310	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1100																													0.245	0.245	1,1	
3289	Вал карданный 	DAF	kardan_1275391	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275391			1140			22 390	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1140																													0.245	0.245	1,14	
3291	Вал карданный 	DAF	kardan_1275392	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275392			1200			22 520	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1200																													0.245	0.245	1,2	
3293	Вал карданный 	DAF	kardan_1275394	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275394			1260			22 650	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1260																													0.245	0.245	1,26	
3295	Вал карданный 	DAF	kardan_1275393	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275393			1240			22 610	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1240																													0.245	0.245	1,24	
3297	Вал карданный 	DAF	kardan_1275396	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275396			1300			22 740	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1300																													0.245	0.245	1,3	
3299	Вал карданный 	DAF	kardan_1275398	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275398			1360			22 870	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1360																													0.245	0.245	1,36	
3301	Вал карданный 	DAF	kardan_1275397	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275397			1320			22 790	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1320																													0.245	0.245	1,32	
3303	Вал карданный 	DAF	kardan_1275399	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275399			1420			23 000	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1420																													0.245	0.245	1,42	
3305	Вал карданный 	DAF	kardan_1275400	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275400			1460			23 090	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1460																													0.245	0.245	1,46	
3307	Вал карданный 	DAF	kardan_1275401	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275401			1480			23 130	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1480																													0.245	0.245	1,48	
3309	Вал карданный 	DAF	kardan_1275402	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275402			1500			23 180	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1500																													0.245	0.245	1,5	
3311	Вал карданный 	DAF	kardan_1275403	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275403			1540			23 270	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1540																													0.245	0.245	1,54	
3313	Вал карданный 	DAF	kardan_1275404	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275404			1560			23 310	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1560																													0.245	0.245	1,56	
3315	Вал карданный 	DAF	kardan_1275405	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275405			1580			23 350	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1580																													0.245	0.245	1,58	
3317	Вал карданный 	DAF	kardan_1275406	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275406			1600			23 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1600																													0.245	0.245	1,6	
3319	Вал карданный 	DAF	kardan_1275408	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275408			1640			23 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1640																													0.245	0.245	1,64	
3321	Вал карданный 	DAF	kardan_1275407	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275407			1620			23 440	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1620																													0.245	0.245	1,62	
3323	Вал карданный 	DAF	kardan_1275409	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275409			1700			23 620	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1700																													0.245	0.245	1,7	
3325	Вал карданный 	DAF	kardan_1275411	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275411			1740			23 700	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1740																													0.245	0.245	1,74	
3327	Вал карданный 	DAF	kardan_1275410	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275410			1720			23 660	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1720																													0.245	0.245	1,72	
3329	Вал карданный 	DAF	kardan_1275413	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275413			1780			23 790	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1780																													0.245	0.245	1,78	
3331	Вал карданный 	DAF	kardan_1275412	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275412			1760			23 750	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1760																													0.245	0.245	1,76	
3333	Вал карданный 	DAF	kardan_1275414	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275414			1800			23 830	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
3335	Вал карданный 	DAF	kardan_1275415	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275415			1840			23 920	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1840																													0.245	0.245	1,84	
3337	Вал карданный 	DAF	kardan_1275416	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275416			1880			24 010	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1880																													0.245	0.245	1,88	
3339	Вал карданный 	DAF	kardan_1275418	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275418			1960			24 180	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1960																													0.245	0.245	1,96	
3341	Вал карданный 	DAF	kardan_1275419	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275419			2040			24 360	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2040																													0.245	0.245	2,04	
3343	Вал карданный 	DAF	kardan_1275417	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275417			1900			24 050	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1900																													0.245	0.245	1,9	
3345	Вал карданный 	DAF	kardan_1275420	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275420			2080			24 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2080																													0.245	0.245	2,08	
3347	Вал карданный 	DAF	kardan_1275445	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1275445			780			21 610	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	780																													0.245	0.245	0,78	
3349	Вал карданный 	DAF	kardan_1386495	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386495			1220			22 570	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1220																													0.245	0.245	1,22	
3351	Вал карданный 	DAF	kardan_1386522	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386522			1180			22 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1180																													0.245	0.245	1,18	
3353	Вал карданный 	DAF	kardan_1386523	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386523			1200			22 520	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1200																													0.245	0.245	1,2	
3355	Вал карданный 	DAF	kardan_1386532	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386532			1260			22 650	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1260																													0.245	0.245	1,26	
3357	Вал карданный 	DAF	kardan_1386556	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386556			1520			23 220	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1520																													0.245	0.245	1,52	
3359	Вал карданный 	DAF	kardan_1386531	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386531			1300			22 740	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1300																													0.245	0.245	1,3	
3361	Вал карданный 	DAF	kardan_1386951	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386951			1880			24 010	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1880																													0.245	0.245	1,88	
3363	Вал карданный 	DAF	kardan_1386952	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386952			1420			23 000	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1420																													0.245	0.245	1,42	
3365	Вал карданный 	DAF	kardan_1386953	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386953			1480			23 130	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1480																													0.245	0.245	1,48	
3367	Вал карданный 	DAF	kardan_1386954	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386954			1520			23 220	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1520																													0.245	0.245	1,52	
3369	Вал карданный 	DAF	kardan_1386955	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386955			1740	Вал DAF		36 570	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1740																													0.245	0.245	1,74	
