id	name	dlina	code1	tt		price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	cat	url	path	cat_url	ord	code2	code3	analog	prim	prim2	mesto1	mesto2	img_path	img1	img2	img3	img4	img5	desc	Comment	flanec_type	flanec_code	otv	D_po_centram_otv	D_vneshnyi	burt	truba	krest	krest_code	krest_D	krest_dlina	moment	max_moment	ugol		max_dlina	hod	do_krest	chastota_vrasch	D_vnesh	ot_torca	Осевой ход опоры	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
211	Вал карданный КамАЗ, заднего моста L=1047	1047	53254-2201011-10					28 050	К-Сервис, Н.Челны	31 075	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53254-2201011-10_l-1047-mm	/kardanyi_valy/catalog/kamaz/							кпп-ZF 9ст ср.мост 65115	заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	11000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	01.05	43.5
213	Вал карданный КамАЗ, переднего моста L=1107	1107	5350-2203011-10					24 970	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5350-2203011-10_l-1107-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-43114, -43501 (РК-65111), КамАЗ-43261 (в установке трансмиссии 4326-2200001-40), КамАЗ-4350, -43501, -5350 ('Мустанг' с РК-65111), КамАЗ-6426-1033-10, КамАЗ-65111-	-43114, 43501 с КПП142,  (РК-65111), КамАЗ-43261 (в установке трансмиссии 4326-2200001-40), КамАЗ-4350, -43501, -5350 ('Мустанг' с РК-65111), КамАЗ-6426-1033-10, КамАЗ-65111-	переднего моста	от РК до пер.моста	/kardanyi_valy/img/kamkardan/	5350.jpg							евро с торц.шлицами, маленький, T150,		Ø13х4	130			82 х 4	50 х 135				10000		40˚		2070 мм	155	100 мм	2000 об/мин	не более 162 мм											0.2	0.2	1.11	35.7
215	Вал карданный КамАЗ, заднего моста L=1737	1737	5360-2201011-13											КАМАЗ	kardan-kamaz-5360-2201011-13_l-1737-mm	/kardanyi_valy/catalog/kamaz/								заднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	1.74	50.2
217	Вал карданный КамАЗ, заднего моста L=1589	1589	5360-2201011-20					39 050	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5360-2201011-20_l-1589-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	140	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.59	61.4
219	Вал карданный КамАЗ, заднего моста L=1560	1560	5360-2201011-30					39 050	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5360-2201011-30_l-1560-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.56	60.9
221	Вал карданный КамАЗ, заднего моста L=1761	1761	5360-2201011-50											КАМАЗ	kardan-kamaz-5360-2201011-50_l-1761-mm	/kardanyi_valy/catalog/kamaz/								заднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.77	64.2
223	Вал карданный КамАЗ, заднего моста L=1889	1889	53605-2201011					42 350	К-Сервис, Н.Челны	32 125	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53605-2201011_l-1889-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.89	66.3
225	Вал карданный КамАЗ, заднего моста L=1385	1385	53605-2201011-15					28 050	К-Сервис, Н.Челны	36 175	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53605-2201011-15_l-1385-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53605	53605-1952-62(97)	заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	1.39	46.8
227	Вал карданный КамАЗ, Промежуточный, с пром.опорой L=759	759	53605-2202011-15					29 150	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53605-2202011-15_l-759-mm	/kardanyi_valy/catalog/kamaz/						53605-1952-62(97)	53605-1952-62(97)	Промежуточный, с пром.опорой		/kardanyi_valy/img/kamkardan/	noimage.gif					Промежуточный, с пром.опорой																																0.245	0.245	0.76	
229	Карданная передача КамАЗ, L=2874	2874	5360Г-2201006-56					66 550	К-Сервис, Н.Челны	96 350	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5360g-2201006-56_l-2874-mm	/kardanyi_valy/catalog/kamaz/										/kardanyi_valy/img/kamkardan/	5337-2201006-02_2408_.jpg					L1=1138;				Ø15x4	150			85		84-2205025			22700	25000	140			140														0.25	0.25	2.88	85
231	Вал карданный КамАЗ, заднего моста L=1563	1563	5360Г-2201011-26											КАМАЗ	kardan-kamaz-5360g-2201011-26_l-1563-mm	/kardanyi_valy/catalog/kamaz/								заднего моста																																								0.25	0.25	1.57	
233	Вал карданный КамАЗ, заднего моста L=1534	1534	5360Г-2201011-36					40 150	К-Сервис, Н.Челны	57 025	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5360g-2201011-36_l-1534-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			54		84-2205025			22700	25000	140			140														0.25	0.25	1.54	54
235	Вал карданный КамАЗ, заднего моста L=1736	1736	5360Г-2201011-56					40 150	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5360g-2201011-56_l-1736-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg																																					0.2	0.2	1.74	58
237	Вал карданный КамАЗ, заднего моста L=1508	1508	5360Г-2201011-61											КАМАЗ	kardan-kamaz-5360g-2201011-61_l-1508-mm	/kardanyi_valy/catalog/kamaz/								заднего моста																																								0.2	0.2	1.51	
239	Вал карданный КамАЗ, среднего моста L=638	638	5410-2205011-03					9 350	К-Сервис, Н.Челны	19 713	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5410-2205011-03_l-638-mm	/kardanyi_valy/catalog/kamaz/					5410-2205011-04	Вал среднего моста 5410 (седельный тягач) примечание: 5410-2205011-03 Крестовины : 5410-2205011-03		среднего моста		/kardanyi_valy/img/kamkardan/	5410-2205011-03.jpg						5410-2205011-03 снят с производства в силу выпуска модернизированной модификации 5410-2205011-04	квадратный, гладкий, большой		Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.64	31.9
241	Вал карданный КамАЗ, среднего моста L=638	638	5410-2205011-04					8 800	К-Сервис, Н.Челны	19 713	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5410-2205011-04_l-638-mm	/kardanyi_valy/catalog/kamaz/					5410-2205011-03	карданный вал привода среднего моста КамАЗ-5410, -54101, -54102 (седельные тягачи), КамАЗ-65115 (самосвалы ранних выпусков, до 2000 г-)		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	5410-2205011-03_638_.jpg						5410-2205011-04 модернизированная модификация 5410-2205011-03	квадратный, гладкий, большой		Ø16,1x4	140			30		5320-2205025			7840	9000	140			140														0.245	0.245	0.64	30
243	Вал карданный КамАЗ, среднего моста L=1210	1210	54105-2205011							33 213	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-54105-2205011_l-1210-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	1.21	45.1
245	Вал карданный КамАЗ, среднего моста L=629	629	54105-2205011-10					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-54105-2205011-10_l-629-mm	/kardanyi_valy/catalog/kamaz/						КамАЗ-43118, -53215 (после 2001г-), -54105, -54115, -55111, -65115, НефАЗ-5297, -5299	КамАЗ-43118(КПП-144), -53215 (после 2001г-), -54105, -54115, -55111 (с КП-152), -65115, НефАЗ-5297, -5299 (на шасси 5297 с ДВС-740, КПП-141 и мостами MADARA)	среднего моста	от КПП(РК) до ср.мост	/kardanyi_valy/img/kamkardan/	54105-2205011-10_629_.jpg							евро с торц.шлицами, большой, T180																														0.2	0.2	0.63	37.86
247	Вал карданный КамАЗ, заднего моста L=806	806	54112-2201011					8 250	К-Сервис, Н.Челны	11 988	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-54112-2201011_l--mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif																																					0.245	0.245	0	
249	Вал карданный КамАЗ, среднего моста L=646	646	54112-2205011-01					11 550	К-Сервис, Н.Челны	23 600	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-54112-2205011-01_l-646-mm	/kardanyi_valy/catalog/kamaz/						Применение - привод среднего моста 43118 (выпуска до 2001г-, база 3690 мм), -53215 (выпуска до 2001г-), - 54112, -54118, -65115 (КПП без делителя) Крестовина - 4310-2205025-02		среднего моста	от КПП до ср.мост	/kardanyi_valy/img/kamkardan/	54112-2205011-011.jpg							круглые, гладкие 8отв.																														0.25	0.25	0.65	39.6
251	Вал карданный КамАЗ, среднего моста L=646	646	54112-2205011-02					11 550	К-Сервис, Н.Челны	23 500	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-54112-2205011-02_l-646-mm	/kardanyi_valy/catalog/kamaz/						привод среднего моста автомобилей КамАЗ-43118 (бортовой 6х6 выпуска до 2001г-, база 3690 мм), -53215 (бортовой выпуска до 2001г-), -54112, -54118 (седельные тягачи), КамАЗ-65115 (самосвал, КПП с делителем)-		среднего моста		/kardanyi_valy/img/kamkardan/	54112-2205011-01.jpg									Ø10,1x8	185			37		4310-2205025			9800	11000	140			140														0.25	0.25	0.65	37
253	Вал карданный КамАЗ, заднего моста L=1648	1648	5425-2201011-01					15 950	К-Сервис, Н.Челны	26 750	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5425-2201011-01_l-1648-mm	/kardanyi_valy/catalog/kamaz/					5425-2201011-02	Вал заднего моста КАМАЗ-5315, 5325 (выпуска до 2001 г-)		заднего моста		/kardanyi_valy/img/kamkardan/	53212-2205011-11_1490_.jpg						взаимозаменяем с 5425-2201011-02	круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	1.65	46.8
255	Вал карданный КамАЗ, заднего моста L=1648	1648	5425-2201011-02					21 780	К-Сервис, Н.Челны	26 613	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5425-2201011-02_l-1648-mm	/kardanyi_valy/catalog/kamaz/					5425-2201011-01			заднего моста		/kardanyi_valy/img/kamkardan/	4310-2205011-03_727_.jpg						взаимозаменяем с 5425-2201011-01			Ø10,1x8	185			49		4310-2205025			9800	11000	140			140														0.25	0.25	1.65	49
257	Вал карданный КамАЗ, заднего моста L=1647	1647	5425-2201011-10											КАМАЗ	kardan-kamaz-5425-2201011-10_l-1647-mm	/kardanyi_valy/catalog/kamaz/						КамАЗ-5415, КамАЗ-5425, КамАЗ-53252		заднего моста																																								0.25	0.25	1.65	
259	Вал карданный КамАЗ, заднего моста L=1946	1946	54252-2201011-01					18 150	К-Сервис, Н.Челны	27 150	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-54252-2201011-01_l-1946-mm	/kardanyi_valy/catalog/kamaz/						вал карданный привода заднего моста КамАЗ-54252 (база 3950 мм)		заднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.2	0.2	1.95	49.7
261	Вал карданный КамАЗ, заднего моста L=1925	1925	5460-2201011					43 450	К-Сервис, Н.Челны	49 163	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5460-2201011_l-1925-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm6.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.93	66.9
263	Вал карданный КамАЗ, заднего моста L=1930	1930	5460-2201011-001											КАМАЗ	kardan-kamaz-5460-2201011-001_l-1930-mm	/kardanyi_valy/catalog/kamaz/								заднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.93	67
265	Вал карданный КамАЗ, заднего моста L=1850	1850	5460-2201011-005											КАМАЗ	kardan-kamaz-5460-2201011-005_l-1850-mm	/kardanyi_valy/catalog/kamaz/								заднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.85	65.6
267	Вал карданный КамАЗ, заднего моста L=1930	1930	5460-2201011-01					43 450	К-Сервис, Н.Челны	49 163	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5460-2201011-01_l-1930-mm	/kardanyi_valy/catalog/kamaz/						Вал карданный заднего моста КАМАЗ-5460		заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm4.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	120	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.93	67
269	Вал карданный КамАЗ, заднего моста L=1850	1850	5460-2201011-05					43 450	К-Сервис, Н.Челны	51 125	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5460-2201011-05_l-1850-mm	/kardanyi_valy/catalog/kamaz/						Вал карданный заднего моста КАМАЗ-5460		заднего моста		/kardanyi_valy/img/kamkardan/	maz21.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	140	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.85	65.7
271	Вал карданный КамАЗ, заднего моста L=1894	1894	5460-2201011-13					28 050	К-Сервис, Н.Челны	33 425	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5460-2201011-13_l-1894-mm	/kardanyi_valy/catalog/kamaz/						Вал заднего моста КАМАЗ-5460	5460(КПП-152)	заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	1.9	51.7
273	Вал карданный КамАЗ, заднего моста L=1930	1930	5460Г-2201011-01					41 250	К-Сервис, Н.Челны	49 163	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5460g-2201011-01_l-1930-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			65.6		84-2205025			22700	25000	120			120														0.2	0.2	1.93	65.6
275	Вал карданный КамАЗ, заднего моста L=1850	1850	5460Г-2201011-05					41 250	К-Сервис, Н.Челны	46 600	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5460g-2201011-05_l-1850-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			51		84-2205025			9800	11000	140			140														0.25	0.25	1.85	51
277	Вал карданный КамАЗ, заднего моста L=1865	1865	5470-2201011-01					43 450	К-Сервис, Н.Челны	51 125	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5470-2201011-01_l-1865-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	43118-1300.jpg									Ø15x4	150			53		84-2205025			22700	25000	140			140														0.2	0.2	1.87	53
279	Вал карданный КамАЗ, заднего моста L=1865	1865	5470Г-2201011-01					41 250	К-Сервис, Н.Челны	50 150	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5470g-2201011-01_l-1865-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			53		84-2205025			22700	25000	140			140														0.2	0.2	1.87	53
281	Вал карданный КамАЗ, среднего моста L=1856	1856	5480-2205011											КАМАЗ	kardan-kamaz-5480-2205011_l-1856-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.86	65.7
283	Вал карданный КамАЗ, среднего моста L=1867	1867	5480-2205011-10						К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-5480-2205011-10_l-1867-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.87	65.9
285	Вал карданный КамАЗ, среднего моста L=1210	1210	55105-2205011						К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-55105-2205011_l-1210-mm	/kardanyi_valy/catalog/kamaz/					55105-2205011-01			среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.22	0.22	1.21	45.1
287	Вал карданный КамАЗ, среднего моста L=786	786	55111-2205011					22 550	К-Сервис, Н.Челны	34 988	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-55111-2205011_l-786-mm	/kardanyi_valy/catalog/kamaz/						КамАЗ-53215, КамАЗ-55111, НефАЗ-5297, -52974	КамАЗ-53215 (некоторые модификации после 2001г), КамАЗ-55111 (КПП-142, мост 53205, РК-65115), привода заднего моста автобусов НефАЗ-5297, -52974 (двигателем Камминз, КП Фойт, и мост ф-Раба)	среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	55111-2205011_786__euro.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.22	0.22	0.79	41
289	Вал карданный КамАЗ, среднего моста L=821	821	55111-2205011-10					11 550	К-Сервис, Н.Челны	24 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-55111-2205011-10_l-821-mm	/kardanyi_valy/catalog/kamaz/						Применение - привод среднего моста 55102 (с-х- самосвал), -55111 ( база 3690 мм), -55118, 5513, также основной карданный вал (от КПП на РК) в 6350 (мод- 98)		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	55111-2205011-10_821_1.jpg					Снята с производства в пользу 55111-2205011-11		круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.83	38.8
291	Вал карданный КамАЗ, среднего моста L=821	821	55111-2205011-11					10 450	К-Сервис, Н.Челны	24 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-55111-2205011-11_l-821-mm	/kardanyi_valy/catalog/kamaz/					55111-2205011-10	Применение - привод среднего моста 55102 (с-х- самосвал), -55111 ( база 3690 мм), -55118, 5513, также основной карданный вал (от КПП на РК) в 6350 (мод- 98)		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	55111-2205011-10_821_.jpg						Взамен устаревшей модификации 55111-2205011-10	круглые, гладкие 8отв.																														0.2	0.2	0.83	41
293	Вал карданный КамАЗ, среднего моста КамАЗ-55111с ДВС Cummins L=781	781	55111-2205011-95					11 550	К-Сервис, Н.Челны	24 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-55111-2205011-95_l-781-mm	/kardanyi_valy/catalog/kamaz/								среднего моста КамАЗ-55111 с ДВС Cummins		/kardanyi_valy/img/kamkardan/	55111-2205011_786__euro1.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.79	38.5
295	Вал карданный КамАЗ, среднего моста КамАЗ-55111 с ДВС Cummins L=781	781	55111-2205011-96					22 550	К-Сервис, Н.Челны	24 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-55111-2205011-96_l-781-mm	/kardanyi_valy/catalog/kamaz/								среднего моста КамАЗ-55111 с ДВС Cummins		/kardanyi_valy/img/kamkardan/	4310-2205011-03_727_.jpg									Ø10,1x8	185			41		4310-2205025			12500	18000	140			140														0.	0.	0.79	41
297	Вал карданный КамАЗ, среднего моста L=638	638	5511-2205011-03					9 350	К-Сервис, Н.Челны	19 713	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5511-2205011-03_l-638-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-5511 (самосвал, КПП-10 ступеней)		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	5511-2205011-12_818_.jpg							квадратный, гладкий, большой	5320-2205023-01	Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.64	31.9
299	Вал карданный КамАЗ, среднего моста L=638	638	5511-2205011-04					8 250	К-Сервис, Н.Челны	19 713	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5511-2205011-04_l-638-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	full_5320-2205011-34.jpg									Ø16,1x4	140			30		5320-2205025			7840	9000	140			140														0.2	0.2	0.64	30
301	Вал карданный КамАЗ, среднего моста L=818	818	5511-2205011-12					9 350	К-Сервис, Н.Челны	20 350	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5511-2205011-12_l-818-mm	/kardanyi_valy/catalog/kamaz/						Вал привода среднего моста КамАЗ-5511 (самосвал с 5-ступенчатой КПП, без демультипликатора)- 5511-2205011-12 не выпускается- Аналог 5511-2205011-13		среднего моста		/kardanyi_valy/img/kamkardan/	5511-2205011-12_818_.jpg							квадратный, гладкий		Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.82	33.5
303	Вал карданный КамАЗ, среднего моста L=818	818	5511-2205011-13					9 350	К-Сервис, Н.Челны	23 463	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5511-2205011-13_l-800-mm	/kardanyi_valy/catalog/kamaz/						привода среднего моста КамАЗ-5511 (самосвал с 5-ступенчатой КПП, без демультипликатора)		среднего моста		/kardanyi_valy/img/kamkardan/	5511-2205011-12_818_.jpg							квадратный, гладкий		Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.8	33.3
305	Вал карданный КамАЗ, переднего моста L=1143	1143	63501-2203011-10					24 970	К-Сервис, Н.Челны	36 175	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-63501-2203011-10_l-1143-mm	/kardanyi_valy/catalog/kamaz/								переднего моста		/kardanyi_valy/img/kamkardan/	43114-2203011_1127_.jpg									Ø13x4	130 евро					53205-2201025								100														0.24	0.24	1.15	35
307	Вал карданный КамАЗ, среднего моста L=844	844	63501-2205011-10					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-63501-2205011-10_l-844-mm	/kardanyi_valy/catalog/kamaz/							(8х8, мосты 43118, РК65111)	среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif					КАМАЗ-63501 №3		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.85	43.3
309	Вал карданный КамАЗ, среднего моста L=934	934	63501-2205011-20											КАМАЗ	kardan-kamaz-63501-2205011-20_l-934-mm	/kardanyi_valy/catalog/kamaz/								среднего моста								мосты 43118, РК65111		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.94	44.8
311	Вал карданный КамАЗ, L=1084	1084	63501-2206011											КАМАЗ	kardan-kamaz-63501-2206011_l-1084-mm	/kardanyi_valy/catalog/kamaz/																		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	01.09	43.9
313	Вал карданный КамАЗ, L=1187	1187	63501-2206011-10					28 050	К-Сервис, Н.Челны	32 650	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-63501-2206011-10_l-1187-mm	/kardanyi_valy/catalog/kamaz/							(8х8, мосты 43118, РК65111)			/kardanyi_valy/img/kamkardan/	6361____-2201010_820_.jpg					№2 63501		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	1.19	44.9
